210728_113231
conflict, pplb4d is not fulfilled at end-point for nc test, pc1, iso=3, cdp=2, applist=eplb pplb4d, point=1
conflict, pplb4d is not fulfilled at end-point for nc test, pc4, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=137
conflict, pplb4d is not fulfilled at end-point for iperf test, pc4, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=137
conflict, hs is not fulfilled at end-point for nc test, pc4, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=137
conflict, hs is not fulfilled at end-point for iperf test, pc4, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=137
conflict, hs is not fulfilled at end-point for nc test, pc3, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=137
conflict, hs is not fulfilled at end-point for iperf test, pc3, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=137
conflict, hs is not fulfilled at end-point for nc test, pc2, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=137
conflict, hs is not fulfilled at end-point for nc test, pc1, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=137
conflict, bw difference=8.42, applist=eplb pplb4d hs pe, point=137,router3, eth2
conflict, pplb4d is not fulfilled at end-point for nc test, pc1, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=138
conflict, pplb4d is not fulfilled at end-point for nc test, pc2, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=138
conflict, pplb4d is not fulfilled at end-point for nc test, pc3, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=138
conflict, pplb4d is not fulfilled at end-point for iperf test, pc3, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=138
conflict, pplb4d is not fulfilled at end-point for nc test, pc4, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=138
conflict, pplb4d is not fulfilled at end-point for iperf test, pc4, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=138
conflict, hs is not fulfilled at end-point for nc test, pc4, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=138
conflict, hs is not fulfilled at end-point for iperf test, pc4, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=138
conflict, hs is not fulfilled at end-point for nc test, pc3, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=138
conflict, hs is not fulfilled at end-point for iperf test, pc3, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=138
conflict, hs is not fulfilled at end-point for nc test, pc2, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=138
conflict, hs is not fulfilled at end-point for nc test, pc1, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=138
conflict, bw difference=8.52, applist=eplb pplb4d hs pe, point=138,router3, eth2
conflict, pplb4d is not fulfilled at end-point for nc test, pc1, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=139
conflict, pplb4d is not fulfilled at end-point for nc test, pc2, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=139
conflict, pplb4d is not fulfilled at end-point for nc test, pc3, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=139
conflict, pplb4d is not fulfilled at end-point for iperf test, pc3, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=139
conflict, pplb4d is not fulfilled at end-point for nc test, pc4, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=139
conflict, pplb4d is not fulfilled at end-point for iperf test, pc4, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=139
conflict, hs is not fulfilled at end-point for nc test, pc4, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=139
conflict, hs is not fulfilled at end-point for iperf test, pc4, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=139
conflict, hs is not fulfilled at end-point for nc test, pc3, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=139
conflict, hs is not fulfilled at end-point for iperf test, pc3, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=139
conflict, hs is not fulfilled at end-point for nc test, pc2, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=139
conflict, hs is not fulfilled at end-point for nc test, pc1, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=139
conflict, bw difference=8.43, applist=eplb pplb4d hs pe, point=139,router3, eth2
conflict, eplb is not fulfilled at end-point for nc test, pc4, iso=4, cdp=3, applist=eplb pplb4d hs pe, point=140
conflict, pplb4d is not fulfilled at end-point for nc test, pc1, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=140
conflict, pplb4d is not fulfilled at end-point for nc test, pc2, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=140
conflict, pplb4d is not fulfilled at end-point for nc test, pc3, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=140
conflict, pplb4d is not fulfilled at end-point for iperf test, pc3, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=140
conflict, pplb4d is not fulfilled at end-point for iperf test, pc4, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=140
conflict, hs is not fulfilled at end-point for iperf test, pc4, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=140
conflict, hs is not fulfilled at end-point for nc test, pc3, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=140
conflict, hs is not fulfilled at end-point for iperf test, pc3, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=140
conflict, hs is not fulfilled at end-point for nc test, pc2, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=140
conflict, hs is not fulfilled at end-point for nc test, pc1, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=140
conflict, bw difference=8.52, applist=eplb pplb4d hs pe, point=140,router3, eth2
conflict, pplb4d is not fulfilled at end-point for nc test, pc1, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=141
conflict, pplb4d is not fulfilled at end-point for nc test, pc2, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=141
conflict, pplb4d is not fulfilled at end-point for nc test, pc3, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=141
conflict, pplb4d is not fulfilled at end-point for iperf test, pc3, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=141
conflict, pplb4d is not fulfilled at end-point for nc test, pc4, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=141
conflict, pplb4d is not fulfilled at end-point for iperf test, pc4, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=141
conflict, hs is not fulfilled at end-point for nc test, pc4, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=141
conflict, hs is not fulfilled at end-point for iperf test, pc4, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=141
conflict, hs is not fulfilled at end-point for nc test, pc3, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=141
conflict, hs is not fulfilled at end-point for iperf test, pc3, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=141
conflict, hs is not fulfilled at end-point for nc test, pc2, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=141
conflict, hs is not fulfilled at end-point for nc test, pc1, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=141
conflict, bw difference=8.63, applist=eplb pplb4d hs pe, point=141,router3, eth2
conflict, pplb4d is not fulfilled at end-point for nc test, pc1, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=142
conflict, pplb4d is not fulfilled at end-point for nc test, pc2, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=142
conflict, pplb4d is not fulfilled at end-point for nc test, pc3, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=142
conflict, pplb4d is not fulfilled at end-point for iperf test, pc3, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=142
conflict, pplb4d is not fulfilled at end-point for nc test, pc4, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=142
conflict, pplb4d is not fulfilled at end-point for iperf test, pc4, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=142
conflict, hs is not fulfilled at end-point for nc test, pc4, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=142
conflict, hs is not fulfilled at end-point for iperf test, pc4, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=142
conflict, hs is not fulfilled at end-point for nc test, pc3, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=142
conflict, hs is not fulfilled at end-point for iperf test, pc3, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=142
conflict, hs is not fulfilled at end-point for nc test, pc2, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=142
conflict, hs is not fulfilled at end-point for nc test, pc1, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=142
conflict, bw difference=8.61, applist=eplb pplb4d hs pe, point=142,router3, eth2
conflict, pplb4d is not fulfilled at end-point for nc test, pc1, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=143
conflict, pplb4d is not fulfilled at end-point for nc test, pc2, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=143
conflict, pplb4d is not fulfilled at end-point for nc test, pc3, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=143
conflict, pplb4d is not fulfilled at end-point for iperf test, pc3, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=143
conflict, pplb4d is not fulfilled at end-point for nc test, pc4, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=143
conflict, pplb4d is not fulfilled at end-point for iperf test, pc4, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=143
conflict, hs is not fulfilled at end-point for nc test, pc4, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=143
conflict, hs is not fulfilled at end-point for iperf test, pc4, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=143
conflict, hs is not fulfilled at end-point for nc test, pc3, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=143
conflict, hs is not fulfilled at end-point for iperf test, pc3, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=143
conflict, hs is not fulfilled at end-point for nc test, pc2, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=143
conflict, hs is not fulfilled at end-point for nc test, pc1, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=143
conflict, bw difference=8.19, applist=eplb pplb4d hs pe, point=143,router3, eth2
conflict, pplb4d is not fulfilled at end-point for nc test, pc1, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=144
conflict, pplb4d is not fulfilled at end-point for nc test, pc2, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=144
conflict, pplb4d is not fulfilled at end-point for nc test, pc3, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=144
conflict, pplb4d is not fulfilled at end-point for iperf test, pc3, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=144
conflict, pplb4d is not fulfilled at end-point for nc test, pc4, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=144
conflict, pplb4d is not fulfilled at end-point for iperf test, pc4, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=144
conflict, hs is not fulfilled at end-point for nc test, pc4, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=144
conflict, hs is not fulfilled at end-point for iperf test, pc4, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=144
conflict, hs is not fulfilled at end-point for nc test, pc3, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=144
conflict, hs is not fulfilled at end-point for iperf test, pc3, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=144
conflict, hs is not fulfilled at end-point for nc test, pc2, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=144
conflict, hs is not fulfilled at end-point for nc test, pc1, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=144
conflict, bw difference=8.44, applist=eplb pplb4d hs pe, point=144,router3, eth2
conflict, pplb4d is not fulfilled at end-point for nc test, pc1, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=145
conflict, pplb4d is not fulfilled at end-point for nc test, pc2, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=145
conflict, pplb4d is not fulfilled at end-point for nc test, pc3, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=145
conflict, pplb4d is not fulfilled at end-point for iperf test, pc3, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=145
conflict, pplb4d is not fulfilled at end-point for nc test, pc4, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=145
conflict, pplb4d is not fulfilled at end-point for iperf test, pc4, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=145
conflict, hs is not fulfilled at end-point for nc test, pc4, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=145
conflict, hs is not fulfilled at end-point for iperf test, pc4, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=145
conflict, hs is not fulfilled at end-point for nc test, pc3, iso=3, cdp=4, applist=eplb pplb4d hs pe, point=145
conflict, hs is not fulfilled at end-point for iperf test, pc3, iso=3, cdp=5, applist=eplb pplb4d hs pe, point=145
conflict, hs is not fulfilled at end-point for nc test, pc2, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=145
conflict, hs is not fulfilled at end-point for nc test, pc1, iso=3, cdp=2, applist=eplb pplb4d hs pe, point=145
conflict, bw difference=8.51, applist=eplb pplb4d hs pe, point=145,router3, eth2
Experiment finished at 210729_023422
